ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8124518	2.85e-01	2.49e-01	-1.168566	-6.333616	-0.153763	HIST1H2AJ	histone cluster 1, H2aj
8066641	2.85e-01	2.49e-01	-1.168553	-6.333631	-0.087811	ZNF335	zinc finger protein 335
8018982	2.87e-01	2.51e-01	1.164725	-6.338025	0.135266	CANT1	calcium activated nucleotidase 1
8052762	2.87e-01	2.51e-01	1.16446	-6.338328	0.174388	GFPT1	glutamine--fructose-6-phosphate transaminase 1
8166511	2.87e-01	2.51e-01	1.164164	-6.338667	0.171635	PDK3	pyruvate dehydrogenase kinase 3
8088106	2.88e-01	2.51e-01	1.163461	-6.339472	0.165671	TKT	transketolase
7901788	2.88e-01	2.51e-01	1.16319	-6.339782	0.21441	NFIA	nuclear factor I A
8031213	2.88e-01	2.51e-01	1.162929	-6.340081	0.12841	LILRA1	leukocyte immunoglobulin like receptor A1
8027402	2.88e-01	2.51e-01	-1.162791	-6.340239	-0.119518	CCNE1	cyclin E1
8167443	2.88e-01	2.52e-01	-1.162403	-6.340682	-0.108209	MAGIX	MAGI family member, X-linked
8034286	2.88e-01	2.52e-01	-1.162314	-6.340784	-0.07396	ECSIT	ECSIT signalling integrator
8034643	2.88e-01	2.52e-01	-1.162245	-6.340863	-0.185327	CACNA1A	calcium voltage-gated channel subunit alpha1 A
8137112	2.88e-01	2.52e-01	-1.162198	-6.340917	-0.100571	ZNF212	zinc finger protein 212
8072678	2.88e-01	2.52e-01	1.16202	-6.34112	0.305194	HMOX1	heme oxygenase 1
7927876	2.88e-01	2.52e-01	1.162012	-6.341129	0.195929	TET1	tet methylcytosine dioxygenase 1
7949754	2.89e-01	2.52e-01	-1.161093	-6.342179	-0.217171	CLCF1	cardiotrophin-like cytokine factor 1
7953901	2.89e-01	2.53e-01	1.16001	-6.343416	0.262163	CLEC12A	C-type lectin domain family 12 member A
8173755	2.89e-01	2.53e-01	-1.159623	-6.343858	-0.375704	ITM2A	integral membrane protein 2A
7920877	2.90e-01	2.53e-01	-1.158662	-6.344955	-0.144733	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
7952549	2.90e-01	2.53e-01	1.157796	-6.345942	0.090091	RPUSD4	RNA pseudouridylate synthase domain containing 4
8117415	2.90e-01	2.54e-01	1.156971	-6.346881	0.210557	HIST1H3I///HIST1H3E	histone cluster 1, H3i///histone cluster 1, H3e
8121814	2.90e-01	2.54e-01	-1.156927	-6.346931	-0.31226	NKAIN2	Na+/K+ transporting ATPase interacting 2
7897288	2.90e-01	2.54e-01	-1.156625	-6.347275	-0.08794	ESPN	espin
8075720	2.91e-01	2.54e-01	1.155726	-6.348298	0.15502	APOL2	apolipoprotein L2
7979196	2.91e-01	2.54e-01	-1.15565	-6.348385	-0.196036	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1
7906742	2.91e-01	2.55e-01	-1.154579	-6.349602	-0.206664	PCP4L1	Purkinje cell protein 4 like 1
8139430	2.91e-01	2.55e-01	1.154533	-6.349654	0.107803	PURB	purine rich element binding protein B
7945321	2.92e-01	2.55e-01	1.15411	-6.350135	0.145766	GLB1L2	galactosidase beta 1 like 2
8006415	2.92e-01	2.55e-01	1.153968	-6.350296	0.189101	TMEM98	transmembrane protein 98
8029541	2.92e-01	2.55e-01	-1.152895	-6.351514	-0.114637	APOC4-APOC2///APOC4	APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4
7982574	2.92e-01	2.56e-01	-1.152123	-6.352391	-0.079656	FAM98B	family with sequence similarity 98 member B
8009561	2.93e-01	2.57e-01	1.150158	-6.354617	0.04945	RPL38	ribosomal protein L38
8008706	2.93e-01	2.57e-01	1.149981	-6.354817	0.097467	DYNLL2	dynein light chain LC8-type 2
8035517	2.94e-01	2.57e-01	-1.148664	-6.356308	-0.118931	COMP	cartilage oligomeric matrix protein
7941425	2.94e-01	2.57e-01	-1.14858	-6.356403	-0.085693	MUS81	MUS81 structure-specific endonuclease subunit
8063187	2.94e-01	2.57e-01	1.148493	-6.356501	0.145533	EYA2	EYA transcriptional coactivator and phosphatase 2
8163569	2.94e-01	2.57e-01	-1.148294	-6.356726	-0.117247	AKNA	AT-hook transcription factor
8164883	2.94e-01	2.58e-01	1.147538	-6.35758	0.183373	SURF4	surfeit 4
7914103	2.94e-01	2.58e-01	1.147412	-6.357723	0.112818	AHDC1	AT-hook DNA binding motif containing 1
8008454	2.94e-01	2.58e-01	1.147372	-6.357768	0.179039	ABCC3	ATP binding cassette subfamily C member 3
8118228	2.95e-01	2.58e-01	-1.146073	-6.359235	-0.153277	LY6G5B	lymphocyte antigen 6 complex, locus G5B
7953699	2.95e-01	2.58e-01	1.145982	-6.359338	0.069693	FOXJ2	forkhead box J2
8146967	2.95e-01	2.58e-01	1.145651	-6.359711	0.25499	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1
8089714	2.96e-01	2.59e-01	-1.143907	-6.361678	-0.362335	LSAMP	limbic system-associated membrane protein
7970864	2.96e-01	2.59e-01	1.143886	-6.361701	0.323614	HSPH1	heat shock protein family H (Hsp110) member 1
8075322	2.96e-01	2.59e-01	1.143854	-6.361738	0.240425	GATSL3	GATS protein like 3
7936727	2.97e-01	2.60e-01	1.142652	-6.36309	0.082404	RPL21P28///RPL21P19///RPL21P44///RPL21	ribosomal protein L21 pseudogene 28///ribosomal protein L21 pseudogene 19///ribosomal protein L21 pseudogene 44///ribosomal protein L21
7924309	2.97e-01	2.60e-01	-1.142227	-6.363569	-0.128488	ESRRG	estrogen related receptor gamma
8034983	2.97e-01	2.60e-01	1.142127	-6.363682	0.094904	BRD4	bromodomain containing 4
7997909	2.97e-01	2.60e-01	1.141898	-6.363939	0.086741	SPG7	SPG7, paraplegin matrix AAA peptidase subunit
8023968	2.97e-01	2.60e-01	1.141008	-6.36494	0.170424	CDC34	cell division cycle 34
7906642	2.97e-01	2.60e-01	-1.14052	-6.365488	-0.136781	KLHDC9	kelch domain containing 9
8099304	2.98e-01	2.61e-01	1.139715	-6.366392	0.112266	ACOX3	acyl-CoA oxidase 3, pristanoyl
8032718	2.98e-01	2.61e-01	1.139294	-6.366865	0.162486	DAPK3	death associated protein kinase 3
7986323	2.98e-01	2.61e-01	1.138532	-6.36772	0.111431	LOC440311///GLTSCR2	glioma tumor suppressor candidate region gene 2 pseudogene///glioma tumor suppressor candidate region gene 2
8026198	2.98e-01	2.61e-01	-1.138118	-6.368184	-0.119457	ZSWIM4	zinc finger SWIM-type containing 4
8114354	2.99e-01	2.62e-01	1.137792	-6.368549	0.297809	NME5	NME/NM23 family member 5
7991453	2.99e-01	2.62e-01	1.137727	-6.368622	0.110937	FAM174B	family with sequence similarity 174 member B
8105302	2.99e-01	2.62e-01	-1.136182	-6.370353	-0.251265	FST	follistatin
8131101	2.99e-01	2.62e-01	-1.136117	-6.370425	-0.092106	NUDT1	nudix hydrolase 1
7911078	3.00e-01	2.63e-01	-1.135343	-6.371292	-0.138742	DESI2	desumoylating isopeptidase 2
8172225	3.00e-01	2.63e-01	1.134307	-6.37245	0.179589	EFHC2	EF-hand domain containing 2
7941350	3.00e-01	2.63e-01	1.134189	-6.372582	0.103302	PCNX3	pecanex homolog 3 (Drosophila)
8047677	3.00e-01	2.63e-01	-1.133559	-6.373285	-0.226826	CD28	CD28 molecule
7979269	3.01e-01	2.63e-01	-1.133421	-6.37344	-0.170025	GCH1	GTP cyclohydrolase 1
8172274	3.01e-01	2.64e-01	-1.133179	-6.37371	-0.132812	ZNF674	zinc finger protein 674
7982535	3.01e-01	2.64e-01	1.132929	-6.373989	0.110311	C15orf41	chromosome 15 open reading frame 41
7930498	3.01e-01	2.64e-01	-1.131883	-6.375157	-0.140982	ACSL5	acyl-CoA synthetase long-chain family member 5
7914489	3.02e-01	2.65e-01	-1.130791	-6.376374	-0.067676	PTP4A2	protein tyrosine phosphatase type IVA, member 2
7943282	3.02e-01	2.65e-01	-1.13042	-6.376787	-0.093277	KDM4D	lysine demethylase 4D
8149774	3.02e-01	2.65e-01	1.130061	-6.377187	0.291013	LOXL2	lysyl oxidase like 2
8062658	3.03e-01	2.66e-01	-1.128312	-6.379134	-0.0984	LPIN3	lipin 3
7963024	3.03e-01	2.66e-01	1.128197	-6.379261	0.07498	LMBR1L	limb development membrane protein 1 like
7979565	3.03e-01	2.66e-01	1.127967	-6.379517	0.135478	WDR89	WD repeat domain 89
7950810	3.03e-01	2.66e-01	-1.12791	-6.37958	-0.159369	SYTL2	synaptotagmin like 2
8117402	3.03e-01	2.66e-01	1.12776	-6.379748	0.140665	HIST1H4E	histone cluster 1, H4e
8057887	3.03e-01	2.66e-01	-1.127696	-6.379818	-0.271326	STK17B	serine/threonine kinase 17b
7956257	3.03e-01	2.66e-01	-1.12669	-6.380937	-0.095916	SPRYD4	SPRY domain containing 4
7983594	3.04e-01	2.66e-01	1.126235	-6.381441	0.115471	DUT	deoxyuridine triphosphatase
8023361	3.04e-01	2.67e-01	1.124648	-6.383203	0.229406	MRO	maestro
8024966	3.05e-01	2.68e-01	-1.122886	-6.385154	-0.091899	RPL36	ribosomal protein L36
8128894	3.05e-01	2.68e-01	-1.122696	-6.385364	-0.135677	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit
8072798	3.05e-01	2.68e-01	1.122361	-6.385735	0.240658	CYTH4	cytohesin 4
7946221	3.06e-01	2.68e-01	1.122138	-6.385982	0.110198	TAF10	TATA-box binding protein associated factor 10
8111925	3.06e-01	2.68e-01	1.122103	-6.386021	0.146127	ANXA2R	annexin A2 receptor
7910142	3.06e-01	2.68e-01	-1.122046	-6.386084	-0.129887	STUM	stum, mechanosensory transduction mediator homolog
7924701	3.06e-01	2.68e-01	1.121981	-6.386156	0.108736	ACBD3	acyl-CoA binding domain containing 3
8082673	3.06e-01	2.68e-01	1.121897	-6.386249	0.151589	ACPP	acid phosphatase, prostate
7975506	3.06e-01	2.68e-01	1.121615	-6.38656	0.091555	DCAF4	DDB1 and CUL4 associated factor 4
8174654	3.06e-01	2.68e-01	1.121576	-6.386604	0.199332	KLHL13	kelch like family member 13
7958577	3.06e-01	2.69e-01	-1.120967	-6.387277	-0.093386	FAM222A	family with sequence similarity 222 member A
8130374	3.06e-01	2.69e-01	-1.120749	-6.387518	-0.17808	FBXO5	F-box protein 5
8083546	3.07e-01	2.70e-01	1.118188	-6.390346	0.171052	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1
7997332	3.08e-01	2.71e-01	-1.116181	-6.392557	-0.074167	NUDT7	nudix hydrolase 7
7906469	3.08e-01	2.71e-01	-1.116129	-6.392614	-0.080193	DUSP23	dual specificity phosphatase 23
8019018	3.08e-01	2.71e-01	1.115988	-6.392769	0.107953	CBX4	chromobox 4
8130891	3.09e-01	2.71e-01	1.115047	-6.393805	0.108747	WDR27	WD repeat domain 27
8156848	3.09e-01	2.71e-01	-1.114953	-6.393907	-0.342873	NR4A3	nuclear receptor subfamily 4 group A member 3
8073943	3.09e-01	2.71e-01	1.114803	-6.394073	0.170622	ZBED4	zinc finger BED-type containing 4
8098654	3.09e-01	2.71e-01	1.114555	-6.394345	0.132668	KLKB1	kallikrein B1
7914075	3.09e-01	2.71e-01	-1.114465	-6.394444	-0.159764	FCN3	ficolin 3
7956551	3.09e-01	2.71e-01	-1.114408	-6.394507	-0.140691	ARHGEF25	Rho guanine nucleotide exchange factor 25
7934334	3.09e-01	2.72e-01	-1.113512	-6.395491	-0.093598	CFAP70	cilia and flagella associated protein 70
8001938	3.09e-01	2.72e-01	-1.113291	-6.395735	-0.085739	TRADD	TNFRSF1A associated via death domain
7900438	3.10e-01	2.72e-01	-1.111966	-6.397188	-0.140013	ZFP69B	ZFP69 zinc finger protein B
7929012	3.10e-01	2.73e-01	1.111467	-6.397735	0.242556	STAMBPL1	STAM binding protein like 1
8113577	3.11e-01	2.73e-01	1.110107	-6.399226	0.156705	TRIM36	tripartite motif containing 36
8043621	3.11e-01	2.73e-01	-1.109934	-6.399416	-0.247345	ARID5A	AT-rich interaction domain 5A
8040440	3.11e-01	2.73e-01	1.109671	-6.399703	0.243896	GEN1	GEN1, Holliday junction 5' flap endonuclease
8076436	3.11e-01	2.74e-01	1.109263	-6.40015	0.096503	TCF20	transcription factor 20
8038782	3.13e-01	2.75e-01	-1.10637	-6.403312	-0.11474	CTU1	cytosolic thiouridylase subunit 1
7990273	3.13e-01	2.75e-01	1.106191	-6.403508	0.087283	STOML1	stomatin like 1
7952046	3.13e-01	2.75e-01	-1.105092	-6.404707	-0.209959	MPZL2	myelin protein zero like 2
7967060	3.13e-01	2.76e-01	1.104713	-6.40512	0.11172	SRSF9	serine and arginine rich splicing factor 9
8005407	3.14e-01	2.76e-01	-1.104039	-6.405855	-0.139454	LLGL1	LLGL1, scribble cell polarity complex component
7992552	3.14e-01	2.76e-01	-1.103826	-6.406087	-0.066833	MLST8	MTOR associated protein, LST8 homolog
7921786	3.14e-01	2.76e-01	-1.103463	-6.406482	-0.096903	PFDN2	prefoldin subunit 2
7940191	3.14e-01	2.76e-01	1.102853	-6.407146	0.111527	STX3	syntaxin 3
8044793	3.14e-01	2.76e-01	-1.102538	-6.407489	-0.185779	STEAP3	STEAP3 metalloreductase
8093539	3.15e-01	2.77e-01	-1.101718	-6.408381	-0.108754	WHSC1	Wolf-Hirschhorn syndrome candidate 1
8120932	3.15e-01	2.77e-01	1.101354	-6.408777	0.316021	PRSS35	protease, serine 35
8012116	3.16e-01	2.78e-01	1.099459	-6.410835	0.071815	CTDNEP1	CTD nuclear envelope phosphatase 1
8076792	3.16e-01	2.78e-01	-1.099035	-6.411295	-0.163711	CERK	ceramide kinase
7931379	3.16e-01	2.78e-01	1.099007	-6.411326	0.118939	MGMT	O-6-methylguanine-DNA methyltransferase
8119898	3.16e-01	2.78e-01	1.098039	-6.412376	0.33006	VEGFA	vascular endothelial growth factor A
8174576	3.17e-01	2.79e-01	1.097246	-6.413234	0.19543	AMOT	angiomotin
8041820	3.17e-01	2.79e-01	1.096759	-6.413762	0.130877	SOCS5	suppressor of cytokine signaling 5
7996361	3.17e-01	2.79e-01	-1.096737	-6.413786	-0.133309	CES3	carboxylesterase 3
7921538	3.17e-01	2.79e-01	-1.09673	-6.413793	-0.122256	IGSF8	immunoglobulin superfamily member 8
8045075	3.17e-01	2.79e-01	1.096618	-6.413915	0.206001	GPR17	G protein-coupled receptor 17
8166632	3.18e-01	2.80e-01	-1.095096	-6.415561	-0.253306	GK3P///GK	glycerol kinase 3 pseudogene///glycerol kinase
8122982	3.18e-01	2.80e-01	-1.095079	-6.415579	-0.135167	ZDHHC14	zinc finger DHHC-type containing 14
8175206	3.18e-01	2.80e-01	-1.095025	-6.415638	-0.056354	USP26	ubiquitin specific peptidase 26
8138189	3.18e-01	2.80e-01	1.094432	-6.416279	0.085006	RPA3	replication protein A3
8067802	3.18e-01	2.80e-01	-1.09339	-6.417404	-0.100235	RGS19	regulator of G-protein signaling 19
8058238	3.18e-01	2.80e-01	-1.093375	-6.41742	-0.124871	ALS2CR11	amyotrophic lateral sclerosis 2 chromosome region candidate 11
7937415	3.19e-01	2.81e-01	1.091998	-6.418907	0.097716	PHRF1///PHRF1	PHD and ring finger domains 1///PHD and ring finger domains 1
7974851	3.19e-01	2.81e-01	1.091934	-6.418975	0.299254	HIF1A	hypoxia inducible factor 1 alpha subunit
7971311	3.19e-01	2.81e-01	1.091767	-6.419156	0.154172	ENOX1	ecto-NOX disulfide-thiol exchanger 1
8018379	3.20e-01	2.81e-01	1.09106	-6.419917	0.197507	CASKIN2	CASK interacting protein 2
8118086	3.20e-01	2.82e-01	1.090801	-6.420197	0.147766	TCF19	transcription factor 19
7998367	3.20e-01	2.82e-01	-1.090745	-6.420257	-0.089874	RPUSD1	RNA pseudouridylate synthase domain containing 1
8076851	3.20e-01	2.82e-01	1.090507	-6.420513	0.100442	ALG12	ALG12, alpha-1,6-mannosyltransferase
8164810	3.20e-01	2.82e-01	1.09012	-6.42093	0.17852	RALGDS	ral guanine nucleotide dissociation stimulator
7932744	3.20e-01	2.82e-01	-1.089348	-6.421761	-0.175183	ARMC4	armadillo repeat containing 4
8166493	3.20e-01	2.82e-01	1.0892	-6.42192	0.130831	EIF2S3	eukaryotic translation initiation factor 2 subunit gamma
8003621	3.20e-01	2.82e-01	-1.089089	-6.42204	-0.094164	MRM3	mitochondrial rRNA methyltransferase 3
8176675	3.21e-01	2.83e-01	-1.087527	-6.423719	-0.128464	XKRY2///XKRY	XK related, Y-linked 2///XK related, Y-linked
7991846	3.21e-01	2.83e-01	1.087362	-6.423896	0.085556	DECR2	2,4-dienoyl-CoA reductase 2, peroxisomal
7993267	3.21e-01	2.83e-01	-1.087333	-6.423927	-0.08396	TNFRSF17	TNF receptor superfamily member 17
8157362	3.21e-01	2.83e-01	1.087198	-6.424072	0.154148	ZNF618	zinc finger protein 618
8131406	3.21e-01	2.83e-01	1.087158	-6.424114	0.093623	RAC1	ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)
7929624	3.21e-01	2.83e-01	1.086938	-6.424351	0.120256	PGAM4///PGAM1	phosphoglycerate mutase family member 4///phosphoglycerate mutase 1
8014916	3.21e-01	2.83e-01	-1.086765	-6.424537	-0.089075	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3
8030251	3.21e-01	2.83e-01	-1.086728	-6.424576	-0.092252	TRPM4	transient receptor potential cation channel subfamily M member 4
7955810	3.21e-01	2.83e-01	1.086499	-6.424822	0.079844	PRR13	proline rich 13
8114050	3.22e-01	2.84e-01	-1.08583	-6.42554	-0.206214	SEPT8	septin 8
8092552	3.22e-01	2.84e-01	1.085219	-6.426195	0.313087	IGF2BP2	insulin like growth factor 2 mRNA binding protein 2
8097356	3.23e-01	2.85e-01	1.08362	-6.427908	0.249004	PLK4	polo like kinase 4
7930870	3.23e-01	2.85e-01	1.083566	-6.427966	0.143407	TOMM22	translocase of outer mitochondrial membrane 22
8027556	3.23e-01	2.85e-01	1.083372	-6.428173	0.092669	LRP3	LDL receptor related protein 3
8105013	3.23e-01	2.85e-01	1.083082	-6.428484	0.345353	EGFLAM	EGF like, fibronectin type III and laminin G domains
8075130	3.23e-01	2.85e-01	-1.082829	-6.428754	-0.123185	PITPNB	phosphatidylinositol transfer protein beta
7990916	3.23e-01	2.85e-01	1.082637	-6.42896	0.07583	RPS17	ribosomal protein S17
8058258	3.23e-01	2.85e-01	-1.082505	-6.429101	-0.126894	TMEM237	transmembrane protein 237
7985080	3.23e-01	2.85e-01	-1.082093	-6.429542	-0.079788	ISL2	ISL LIM homeobox 2
8079189	3.24e-01	2.85e-01	1.081901	-6.429747	0.083754	ZKSCAN7	zinc finger with KRAB and SCAN domains 7
8124534	3.24e-01	2.86e-01	1.08164	-6.430025	0.248405	HIST1H4L	histone cluster 1, H4l
7956200	3.24e-01	2.86e-01	-1.081315	-6.430373	-0.096704	MYL6B	myosin light chain 6B
8034521	3.24e-01	2.86e-01	-1.081247	-6.430446	-0.087848	HOOK2	hook microtubule tethering protein 2
7943398	3.24e-01	2.86e-01	-1.081137	-6.430564	-0.100208	YAP1	Yes associated protein 1
8047161	3.24e-01	2.86e-01	1.080317	-6.431439	0.250392	NABP1	nucleic acid binding protein 1
8056784	3.24e-01	2.86e-01	1.080023	-6.431753	0.097558	DLX2	distal-less homeobox 2
7940600	3.24e-01	2.86e-01	-1.079794	-6.431997	-0.093947	INCENP	inner centromere protein
7955943	3.25e-01	2.86e-01	1.079512	-6.432298	0.204707	PDE1B	phosphodiesterase 1B
8084838	3.25e-01	2.87e-01	-1.079029	-6.432813	-0.165278	HRASLS	HRAS like suppressor
7931455	3.25e-01	2.87e-01	-1.078937	-6.432911	-0.081958	LRRC27	leucine rich repeat containing 27
8175977	3.25e-01	2.87e-01	1.078209	-6.433688	0.120709	IRAK1	interleukin 1 receptor associated kinase 1
7967879	3.26e-01	2.88e-01	1.07672	-6.435272	0.110905	FAM58DP///FAM58A	family with sequence similarity 58, member A pseudogene///family with sequence similarity 58 member A
8110408	3.26e-01	2.88e-01	-1.076326	-6.435691	-0.144221	LOC728554///THOC3	THO complex 3 pseudogene///THO complex 3
7950990	3.26e-01	2.88e-01	1.07613	-6.4359	0.184982	SLC36A4	solute carrier family 36 member 4
7948504	3.26e-01	2.88e-01	-1.075456	-6.436617	-0.067319	VPS37C	VPS37C, ESCRT-I subunit
7978676	3.26e-01	2.88e-01	1.075438	-6.436636	0.222767	NKX2-1	NK2 homeobox 1
8124527	3.26e-01	2.88e-01	-1.075402	-6.436674	-0.256465	HIST1H1B	histone cluster 1, H1b
7957530	3.27e-01	2.88e-01	-1.074989	-6.437113	-0.056553	LOC400590	uncharacterized LOC400590
7950162	3.27e-01	2.89e-01	-1.074597	-6.437529	-0.259441	PDE2A	phosphodiesterase 2A
7959025	3.27e-01	2.89e-01	1.073799	-6.438377	0.104324	RNFT2	ring finger protein, transmembrane 2
7965565	3.27e-01	2.89e-01	1.07334	-6.438864	0.241686	USP44	ubiquitin specific peptidase 44
7953333	3.27e-01	2.89e-01	-1.073021	-6.439202	-0.125775	CD27	CD27 molecule
8167185	3.28e-01	2.90e-01	1.071863	-6.440429	0.147148	TIMP1	TIMP metallopeptidase inhibitor 1
8110224	3.29e-01	2.90e-01	-1.070868	-6.441484	-0.093369	TSPAN17	tetraspanin 17
8060086	3.29e-01	2.90e-01	1.070568	-6.441801	0.105568	COPS9///COPS9	COP9 signalosome subunit 9///COP9 signalosome subunit 9
8071566	3.29e-01	2.91e-01	1.069422	-6.443013	0.095609	PPIL2	peptidylprolyl isomerase like 2
8008664	3.29e-01	2.91e-01	1.069308	-6.443134	0.12269	AKAP1	A-kinase anchoring protein 1
8085946	3.30e-01	2.91e-01	-1.068651	-6.443828	-0.100655	EOMES	eomesodermin
7944335	3.30e-01	2.91e-01	-1.068566	-6.443917	-0.106265	CXCR5	C-X-C motif chemokine receptor 5
8050537	3.30e-01	2.91e-01	1.068466	-6.444023	0.122672	MATN3	matrilin 3
8010897	3.30e-01	2.92e-01	1.068023	-6.444492	0.134193	METRNL	meteorin like, glial cell differentiation regulator
8022711	3.30e-01	2.92e-01	1.067454	-6.445092	0.246678	DSC2	desmocollin 2
8031495	3.30e-01	2.92e-01	-1.066979	-6.445593	-0.080509	NAT14	N-acetyltransferase 14 (putative)
8029693	3.30e-01	2.92e-01	-1.066919	-6.445657	-0.543546	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit
7927710	3.30e-01	2.92e-01	-1.066802	-6.445779	-0.332169	CDK1	cyclin dependent kinase 1
7964677	3.31e-01	2.93e-01	1.065245	-6.447422	0.102628	C12orf66	chromosome 12 open reading frame 66
7916229	3.31e-01	2.93e-01	1.065124	-6.447548	0.111741	ECHDC2	enoyl-CoA hydratase domain containing 2
8066612	3.31e-01	2.93e-01	-1.064671	-6.448026	-0.090497	NEURL2	neuralized E3 ubiquitin protein ligase 2
7959402	3.32e-01	2.94e-01	-1.063176	-6.449598	-0.08707	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4
8133314	3.32e-01	2.94e-01	-1.063106	-6.449672	-0.187661	NCF1C///NCF1B///NCF1	neutrophil cytosolic factor 1C pseudogene///neutrophil cytosolic factor 1B pseudogene///neutrophil cytosolic factor 1
8060854	3.32e-01	2.94e-01	-1.062434	-6.450378	-0.225223	PLCB1	phospholipase C beta 1
8071920	3.33e-01	2.95e-01	1.060883	-6.452006	0.11232	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
8124040	3.33e-01	2.95e-01	1.060674	-6.452226	0.14923	ATXN1	ataxin 1
7929711	3.34e-01	2.95e-01	-1.060019	-6.452913	-0.108118	GOLGA7B	golgin A7 family member B
7990683	3.34e-01	2.96e-01	1.059007	-6.453974	0.318647	ACSBG1	acyl-CoA synthetase bubblegum family member 1
8029580	3.35e-01	2.96e-01	-1.057432	-6.455622	-0.15602	RELB	RELB proto-oncogene, NF-kB subunit
8111941	3.35e-01	2.97e-01	-1.056135	-6.456978	-0.255536	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1
8033479	3.36e-01	2.97e-01	1.055817	-6.457311	0.114359	ELAVL1	ELAV like RNA binding protein 1
8030944	3.36e-01	2.97e-01	-1.055499	-6.457642	-0.088096	ZNF578	zinc finger protein 578
8094719	3.36e-01	2.97e-01	1.055492	-6.45765	0.156414	N4BP2	NEDD4 binding protein 2
7954344	3.36e-01	2.97e-01	-1.055391	-6.457755	-0.079914	SLCO1B7	solute carrier organic anion transporter family member 1B7 (putative)
8137091	3.36e-01	2.98e-01	1.054203	-6.458995	0.100327	ZNF398	zinc finger protein 398
8069269	3.36e-01	2.98e-01	-1.054165	-6.459034	-0.205245	COL6A1	collagen type VI alpha 1 chain
7985409	3.37e-01	2.98e-01	1.053065	-6.460181	0.094394	LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	golgin subfamily A member 6-like protein 4///golgin A6 family-like 3///golgin A6 family-like 10///golgin A6 family-like 4///golgin A6 family-like 17, pseudogene///golgin A6 family-like 9///golgin A6 family-like 5, pseudogene
