ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8074030	2.77e-03	1.51e-03	3.39288	-1.851498	0.412214	PPP6R2	protein phosphatase 6 regulatory subunit 2
7998407	2.78e-03	1.52e-03	-3.391898	-1.854152	-0.302982	C1QTNF8	C1q and tumor necrosis factor related protein 8
7925174	2.78e-03	1.52e-03	3.39159	-1.854983	0.348852	TOMM20	translocase of outer mitochondrial membrane 20
8160870	2.78e-03	1.52e-03	-3.391452	-1.855357	-0.276442	LOC730098///CCL27	uncharacterized LOC730098///C-C motif chemokine ligand 27
8017621	2.79e-03	1.52e-03	3.391241	-1.855927	0.438495	POLG2	DNA polymerase gamma 2, accessory subunit
8100603	2.79e-03	1.52e-03	3.391218	-1.85599	0.511731	CENPC	centromere protein C
7982531	2.79e-03	1.52e-03	3.391184	-1.856082	0.282286	ANP32AP1///ANP32C///ANP32A	acidic nuclear phosphoprotein 32 family member A pseudogene 1///acidic nuclear phosphoprotein 32 family member C///acidic nuclear phosphoprotein 32 family member A
8053984	2.79e-03	1.52e-03	-3.391145	-1.856185	-0.357264	ANKRD23	ankyrin repeat domain 23
8106976	2.79e-03	1.52e-03	-3.390982	-1.856626	-0.225744	GPR150	G protein-coupled receptor 150
7921583	2.79e-03	1.52e-03	3.390903	-1.856839	0.505893	COPA	coatomer protein complex subunit alpha
8085407	2.79e-03	1.52e-03	-3.390135	-1.858915	-0.259274	RPL32	ribosomal protein L32
8081826	2.80e-03	1.53e-03	-3.38953	-1.860548	-0.414992	UPK1B	uroplakin 1B
7962516	2.80e-03	1.53e-03	3.389025	-1.861912	0.907482	SLC38A1	solute carrier family 38 member 1
8144705	2.80e-03	1.53e-03	-3.388768	-1.862607	-0.214849	KIAA1456	KIAA1456
8099368	2.80e-03	1.53e-03	-3.388493	-1.863348	-0.361458	CLNK	cytokine dependent hematopoietic cell linker
8095216	2.81e-03	1.53e-03	-3.387642	-1.865648	-0.330337	KIAA1211	KIAA1211
7935882	2.81e-03	1.54e-03	3.387504	-1.86602	0.320304	FBXW4	F-box and WD repeat domain containing 4
8175319	2.82e-03	1.54e-03	3.386933	-1.867561	0.335701	ZNF75D	zinc finger protein 75D
8080306	2.82e-03	1.54e-03	3.386901	-1.867649	0.277755	PHF7	PHD finger protein 7
8007675	2.82e-03	1.54e-03	-3.386825	-1.867853	-0.310033	ADAM11	ADAM metallopeptidase domain 11
8042259	2.82e-03	1.54e-03	3.386699	-1.868192	0.635477	MDH1	malate dehydrogenase 1
8058940	2.82e-03	1.54e-03	3.386554	-1.868586	0.396296	USP37	ubiquitin specific peptidase 37
7995655	2.82e-03	1.54e-03	3.386497	-1.868739	0.442999	FTO	fat mass and obesity associated
7960177	2.82e-03	1.54e-03	-3.386496	-1.868743	-0.396405	SLC6A12	solute carrier family 6 member 12
8006820	2.82e-03	1.54e-03	3.386128	-1.869735	0.510058	LASP1	LIM and SH3 protein 1
7940840	2.82e-03	1.54e-03	3.386124	-1.869745	0.515978	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1
8068024	2.82e-03	1.54e-03	-3.386035	-1.869985	-0.63222	JAM2	junctional adhesion molecule 2
8089801	2.82e-03	1.54e-03	3.385763	-1.870719	0.513009	GSK3B	glycogen synthase kinase 3 beta
8025237	2.82e-03	1.54e-03	-3.385457	-1.871546	-0.364169	CAMSAP3	calmodulin regulated spectrin associated protein family member 3
7904414	2.82e-03	1.54e-03	-3.385415	-1.87166	-0.559734		
8057713	2.83e-03	1.55e-03	3.384798	-1.873324	1.241959	MSTN	myostatin
7993664	2.83e-03	1.55e-03	3.384355	-1.874521	0.582295	CCP110	centriolar coiled-coil protein 110
8147447	2.83e-03	1.55e-03	3.384067	-1.875297	0.459993	PTDSS1	phosphatidylserine synthase 1
8042874	2.84e-03	1.55e-03	3.383991	-1.875501	0.344583	TTC31	tetratricopeptide repeat domain 31
8043564	2.84e-03	1.55e-03	3.383945	-1.875628	0.437814	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
8081612	2.84e-03	1.55e-03	3.383743	-1.876173	0.510681	ABHD10	abhydrolase domain containing 10
7940323	2.84e-03	1.55e-03	-3.383742	-1.876173	-0.469476	MS4A8	membrane spanning 4-domains A8
8018315	2.84e-03	1.55e-03	3.383486	-1.876864	0.376745	SUMO4///SUMO2	small ubiquitin-like modifier 4///small ubiquitin-like modifier 2
8122909	2.84e-03	1.55e-03	3.383451	-1.876959	0.319022	SCAF8	SR-related CTD associated factor 8
8115734	2.84e-03	1.55e-03	3.383162	-1.877739	0.797893	LCP2	lymphocyte cytosolic protein 2
8072687	2.84e-03	1.56e-03	3.38271	-1.878958	0.644207	MCM5	minichromosome maintenance complex component 5
8038427	2.85e-03	1.56e-03	-3.382257	-1.880179	-0.324737	TSKS	testis specific serine kinase substrate
8003448	2.85e-03	1.56e-03	3.382134	-1.880511	0.382123	ANKRD11	ankyrin repeat domain 11
7968331	2.86e-03	1.57e-03	3.380643	-1.884535	0.392684	UBE2L3	ubiquitin conjugating enzyme E2 L3
7991246	2.86e-03	1.57e-03	-3.380597	-1.884659	-0.335125	RLBP1	retinaldehyde binding protein 1
8161610	2.86e-03	1.57e-03	-3.380182	-1.885778	-0.544186	TMEM252	transmembrane protein 252
8132503	2.86e-03	1.57e-03	3.380124	-1.885934	0.796139	STK17A	serine/threonine kinase 17a
8011884	2.87e-03	1.57e-03	-3.379738	-1.886974	-0.361976	LOC728392///NLRP1	uncharacterized LOC728392///NLR family pyrin domain containing 1
8048847	2.87e-03	1.57e-03	3.379621	-1.887291	0.50143	AGFG1	ArfGAP with FG repeats 1
8168567	2.87e-03	1.57e-03	-3.379581	-1.887399	-0.322595	POU3F4	POU class 3 homeobox 4
8049969	2.87e-03	1.57e-03	3.379565	-1.887441	0.322185	SH3YL1	SH3 and SYLF domain containing 1
8150751	2.87e-03	1.57e-03	-3.379363	-1.887986	-0.306687	FAM150A	family with sequence similarity 150 member A
8032815	2.87e-03	1.57e-03	3.378718	-1.889724	0.296757	UBXN6	UBX domain protein 6
8165217	2.87e-03	1.57e-03	3.378707	-1.889754	0.661608	NOTCH1	notch 1
8159379	2.87e-03	1.58e-03	3.378446	-1.890458	0.433923	TMEM141	transmembrane protein 141
8065552	2.88e-03	1.58e-03	-3.377909	-1.891907	-0.767807	DEFB116	defensin beta 116
7954794	2.88e-03	1.58e-03	-3.377494	-1.893025	-0.197387	C12orf40	chromosome 12 open reading frame 40
8167815	2.88e-03	1.58e-03	3.377414	-1.893241	0.549967	MAGED2	MAGE family member D2
7903227	2.88e-03	1.58e-03	-3.37738	-1.893331	-0.961126	PALMD	palmdelphin
7999981	2.89e-03	1.58e-03	-3.376738	-1.895063	-0.534379	ACSM1	acyl-CoA synthetase medium-chain family member 1
8007250	2.89e-03	1.58e-03	3.376489	-1.895733	0.222903	NAGLU	N-acetyl-alpha-glucosaminidase
7940299	2.89e-03	1.59e-03	-3.376413	-1.895937	-0.516215	MS4A12	membrane spanning 4-domains A12
8075507	2.89e-03	1.59e-03	3.376349	-1.896111	0.369973	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1
8171867	2.89e-03	1.59e-03	-3.375953	-1.897178	-0.331384	ARX	aristaless related homeobox
7920228	2.89e-03	1.59e-03	-3.375544	-1.898279	-0.820782	PGLYRP4	peptidoglycan recognition protein 4
7905329	2.89e-03	1.59e-03	3.375538	-1.898295	0.505128	MLLT11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11
7899990	2.89e-03	1.59e-03	3.37552	-1.898344	0.373537	NCDN	neurochondrin
8105607	2.90e-03	1.59e-03	-3.375427	-1.898595	-0.293037	FAM159B	family with sequence similarity 159 member B
7898537	2.90e-03	1.59e-03	-3.374887	-1.900049	-0.298101	PAX7	paired box 7
8166500	2.90e-03	1.59e-03	3.374749	-1.900421	0.62353	ZFX	zinc finger protein, X-linked
8027040	2.90e-03	1.59e-03	3.374676	-1.900617	0.605154	TMEM59L	transmembrane protein 59 like
8021147	2.90e-03	1.59e-03	3.374491	-1.901116	0.743646	IER3IP1	immediate early response 3 interacting protein 1
8106271	2.90e-03	1.60e-03	3.374162	-1.902003	0.653577	NSA2	NSA2, ribosome biogenesis homolog
8121181	2.91e-03	1.60e-03	-3.374008	-1.902419	-0.814668	FHL5	four and a half LIM domains 5
7978586	2.91e-03	1.60e-03	3.373374	-1.904125	0.596963	CFL2	cofilin 2
7978428	2.91e-03	1.60e-03	3.373065	-1.904959	0.525507	STRN3	striatin 3
8005483	2.91e-03	1.60e-03	-3.373042	-1.90502	-0.660927	CDRT1///FBXW10	CMT1A duplicated region transcript 1///F-box and WD repeat domain containing 10
8168638	2.91e-03	1.60e-03	-3.372958	-1.905247	-0.279679	CPXCR1	CPX chromosome region, candidate 1
8031600	2.91e-03	1.60e-03	-3.372882	-1.90545	-0.517034	NLRP5	NLR family pyrin domain containing 5
8092922	2.91e-03	1.60e-03	-3.372868	-1.905489	-0.268167	XXYLT1	xyloside xylosyltransferase 1
7929664	2.92e-03	1.61e-03	-3.372025	-1.907758	-0.402386	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1
8028524	2.93e-03	1.61e-03	3.371309	-1.909687	0.396649	ACTN4	actinin alpha 4
7902512	2.93e-03	1.61e-03	3.37109	-1.910276	0.779504	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
7941511	2.93e-03	1.61e-03	3.370886	-1.910825	0.341409	SF3B2	splicing factor 3b subunit 2
8096461	2.93e-03	1.61e-03	-3.370698	-1.911333	-0.31297	ATOH1	atonal bHLH transcription factor 1
8116969	2.93e-03	1.61e-03	3.370678	-1.911386	0.488653	NOL7	nucleolar protein 7
7910261	2.93e-03	1.61e-03	-3.370428	-1.91206	-0.260814	IBA57	IBA57 homolog, iron-sulfur cluster assembly
8013581	2.93e-03	1.61e-03	3.370381	-1.912186	0.595809	IFT20	intraflagellar transport 20
7956229	2.94e-03	1.62e-03	-3.36967	-1.914099	-0.328567	SLC39A5	solute carrier family 39 member 5
7982326	2.94e-03	1.62e-03	3.369509	-1.914533	0.405723	KLF13	Kruppel like factor 13
7971663	2.94e-03	1.62e-03	-3.369049	-1.91577	-0.30989	DLEU7	deleted in lymphocytic leukemia, 7
7949668	2.94e-03	1.62e-03	-3.368983	-1.915949	-0.332183	CCDC87	coiled-coil domain containing 87
8160394	2.94e-03	1.62e-03	-3.368817	-1.916396	-0.751792	IFNA21///IFNA17///IFNA16///IFNA14///IFNA13///IFNA10///IFNA7///IFNA6///IFNA5///IFNA4///IFNA1	interferon alpha 21///interferon alpha 17///interferon alpha 16///interferon alpha 14///interferon alpha 13///interferon alpha 10///interferon alpha 7///interferon alpha 6///interferon alpha 5///interferon alpha 4///interferon alpha 1
7913138	2.94e-03	1.62e-03	-3.368701	-1.916708	-0.328858	AKR7L	aldo-keto reductase family 7 like (gene/pseudogene)
8064319	2.94e-03	1.62e-03	-3.368573	-1.917051	-1.139526	DEFB128	defensin beta 128
8147396	2.95e-03	1.62e-03	3.368117	-1.918281	0.498234	INTS8	integrator complex subunit 8
8165752	2.95e-03	1.62e-03	-3.367876	-1.918927	-0.56532	IL3RA	interleukin 3 receptor subunit alpha
7929032	2.95e-03	1.63e-03	3.367666	-1.919492	0.714639	FAS	Fas cell surface death receptor
7996720	2.95e-03	1.63e-03	3.367418	-1.92016	0.2793	PSKH1	protein serine kinase H1
8083146	2.95e-03	1.63e-03	-3.367373	-1.920283	-0.480514	PLS1	plastin 1
8159627	2.96e-03	1.63e-03	-3.366901	-1.921552	-0.291683	SLC34A3	solute carrier family 34 member 3
8150906	2.96e-03	1.63e-03	3.366841	-1.921712	0.654133	IMPAD1	inositol monophosphatase domain containing 1
7899813	2.96e-03	1.63e-03	3.366747	-1.921967	0.669876	RBBP4	RB binding protein 4, chromatin remodeling factor
8146069	2.96e-03	1.63e-03	-3.366581	-1.922414	-0.255701	ADAM18	ADAM metallopeptidase domain 18
7905349	2.96e-03	1.63e-03	3.366578	-1.92242	0.450275	TNFAIP8L2	TNF alpha induced protein 8 like 2
7973156	2.96e-03	1.63e-03	-3.366226	-1.923367	-0.574373	RNASE8	ribonuclease A family member 8
8159583	2.96e-03	1.63e-03	-3.366062	-1.923808	-0.351711	GRIN1	glutamate ionotropic receptor NMDA type subunit 1
8050079	2.96e-03	1.63e-03	3.365849	-1.924381	0.406583	RNASEH1	ribonuclease H1
7931479	2.97e-03	1.64e-03	3.365334	-1.925768	0.553148	INPP5A	inositol polyphosphate-5-phosphatase A
8064808	2.97e-03	1.64e-03	3.365246	-1.926004	0.617766	SLC23A2	solute carrier family 23 member 2
7929750	2.97e-03	1.64e-03	-3.365043	-1.92655	-0.343406	ENTPD7	ectonucleoside triphosphate diphosphohydrolase 7
8008339	2.97e-03	1.64e-03	-3.364922	-1.926874	-0.214136	RSAD1	radical S-adenosyl methionine domain containing 1
8096411	2.97e-03	1.64e-03	3.364888	-1.926967	0.499231	TIGD2	tigger transposable element derived 2
7915846	2.97e-03	1.64e-03	3.364355	-1.928399	0.398795	MKNK1	MAP kinase interacting serine/threonine kinase 1
8127031	2.98e-03	1.64e-03	3.363657	-1.930278	0.512338	MCM3	minichromosome maintenance complex component 3
8167957	2.98e-03	1.64e-03	3.363477	-1.93076	0.620319	ZC3H12B	zinc finger CCCH-type containing 12B
8070782	2.98e-03	1.65e-03	-3.362988	-1.932078	-0.54731	KRTAP10-5	keratin associated protein 10-5
7926936	2.98e-03	1.65e-03	3.362959	-1.932154	0.402842	CCDC7	coiled-coil domain containing 7
8046975	2.98e-03	1.65e-03	3.362919	-1.932263	0.622798	WDR75	WD repeat domain 75
8150988	2.99e-03	1.65e-03	3.362802	-1.932578	0.283443	ASPH	aspartate beta-hydroxylase
8160839	3.00e-03	1.65e-03	3.361315	-1.936574	0.297233	DCTN3	dynactin subunit 3
8007028	3.00e-03	1.65e-03	3.361296	-1.936625	0.417795	CASC3	cancer susceptibility candidate 3
7965867	3.00e-03	1.66e-03	-3.361136	-1.937055	-0.236656	PMCH	pro-melanin concentrating hormone
8117389	3.00e-03	1.66e-03	-3.360878	-1.937748	-0.317401	HIST1H2BE	histone cluster 1, H2be
8104590	3.00e-03	1.66e-03	-3.360646	-1.938372	-0.284506	LOC100130744	uncharacterized LOC100130744
8114583	3.01e-03	1.66e-03	3.35986	-1.940485	0.363303	SRA1	steroid receptor RNA activator 1
7972923	3.02e-03	1.67e-03	-3.358099	-1.945216	-0.26374	ATP4B	ATPase H+/K+ transporting beta subunit
8171348	3.03e-03	1.67e-03	-3.357212	-1.947601	-0.381535	ATXN3L	ataxin 3 like
8088299	3.04e-03	1.68e-03	-3.356008	-1.950834	-0.268347	DNAH12	dynein axonemal heavy chain 12
8114977	3.04e-03	1.68e-03	-3.355821	-1.951337	-0.570908	HTR4	5-hydroxytryptamine receptor 4
8010737	3.04e-03	1.68e-03	-3.355636	-1.951831	-0.226822	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)
7997230	3.05e-03	1.68e-03	3.355244	-1.952886	0.383036	PSMD7	proteasome 26S subunit, non-ATPase 7
8081462	3.05e-03	1.69e-03	-3.354256	-1.955539	-0.441447	CCDC54	coiled-coil domain containing 54
7972579	3.06e-03	1.69e-03	3.353047	-1.958783	0.532579	TMTC4	transmembrane and tetratricopeptide repeat containing 4
8027543	3.06e-03	1.69e-03	-3.353037	-1.95881	-0.377431	WDR88	WD repeat domain 88
7913169	3.07e-03	1.69e-03	3.352906	-1.959161	0.397815	CAPZB	capping actin protein of muscle Z-line beta subunit
8063509	3.07e-03	1.70e-03	3.352187	-1.961092	0.293661	RTFDC1	replication termination factor 2 domain containing 1
8031962	3.07e-03	1.70e-03	-3.352181	-1.961107	-0.268746	ZNF446	zinc finger protein 446
8153043	3.08e-03	1.70e-03	3.351236	-1.963644	0.331462	ZFAT	zinc finger and AT-hook domain containing
8112274	3.08e-03	1.71e-03	-3.350612	-1.965319	-0.956283	ELOVL7	ELOVL fatty acid elongase 7
8149638	3.09e-03	1.71e-03	-3.350157	-1.96654	-0.628182	DOK2	docking protein 2
8131326	3.09e-03	1.71e-03	-3.349984	-1.967004	-0.26816	SLC29A4	solute carrier family 29 member 4
8050993	3.09e-03	1.71e-03	-3.34987	-1.967309	-0.315799	CIB4	calcium and integrin binding family member 4
8074939	3.09e-03	1.71e-03	3.349867	-1.967318	0.308487	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10
