geo_id,gene_symbol,logFC,p_value,adj_p_value,t_stat,regulation
GSE39645,ZNF18,0.156857,0.0183,0.0259,2.45436,Up
GSE39645,SLC16A10,-0.547007,0.0183,0.0259,-2.454161,Down
GSE39645,ZNF714,0.299555,0.0183,0.0259,2.454046,Up
GSE39645,MUC12,-0.57622,0.0184,0.026,-2.452297,Down
GSE39645,TARDBP,0.226569,0.0184,0.0261,2.451668,Up
GSE39645,ALDOA,0.215045,0.0185,0.0261,2.450898,Up
GSE39645,SP3,0.199256,0.0185,0.0262,2.450395,Up
GSE39645,TMEM38B,0.402611,0.0185,0.0262,2.449743,Up
GSE39645,UTP11,0.496128,0.0185,0.0262,2.449648,Up
GSE39645,CSNK1G1,0.265225,0.0185,0.0262,2.449526,Up
GSE39645,GTF2IRD1,0.414986,0.0186,0.0263,2.448754,Up
GSE39645,POLR2C,0.333586,0.0186,0.0263,2.448309,Up
GSE39645,AQP5,-0.319945,0.0186,0.0263,-2.447408,Down
GSE39645,DNAJB6,0.201722,0.0186,0.0264,2.447059,Up
GSE39645,LEP,-0.603514,0.0187,0.0264,-2.446737,Down
GSE39645,RADIL,0.24361,0.0187,0.0264,2.446707,Up
GSE39645,ZNF414,0.219608,0.0187,0.0264,2.445779,Up
GSE39645,LSMEM1,-0.211049,0.0187,0.0264,-2.445741,Down
GSE39645,THAP11,0.258665,0.0187,0.0265,2.445446,Up
GSE39645,PTER,0.346515,0.0187,0.0265,2.444905,Up
GSE39645,CETP,-0.367523,0.0188,0.0265,-2.444511,Down
GSE39645,CBFA2T2,0.227119,0.0188,0.0265,2.444042,Up
GSE39645,GADD45G,-0.343104,0.0188,0.0265,-2.443958,Down
GSE39645,KAT2A,0.247462,0.0189,0.0267,2.442178,Up
GSE39645,CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7,-0.239942,0.0189,0.0267,-2.441912,Down
GSE39645,RPSAP36///RPSAP19///RPSAP9///RPSAP58///RPSAP15///RPSA,0.181897,0.0189,0.0267,2.441228,Up
GSE39645,SLC1A5,-0.232515,0.0189,0.0267,-2.44107,Down
GSE39645,TNFRSF10B,0.319772,0.019,0.0268,2.439539,Up
GSE39645,SLC38A10,0.192724,0.019,0.0268,2.439425,Up
GSE39645,EIF1AX,0.367196,0.019,0.0268,2.43897,Up
GSE39645,MBTPS1,0.280293,0.019,0.0268,2.438967,Up
GSE39645,ROBO3,-0.217783,0.019,0.0269,-2.438722,Down
GSE39645,ZNF704,-0.410078,0.019,0.0269,-2.438119,Down
GSE39645,MAPK13,-0.457415,0.0191,0.0269,-2.43793,Down
GSE39645,DCP2,0.256153,0.0191,0.0269,2.437914,Up
GSE39645,GPR157,-0.203714,0.0191,0.0269,-2.437574,Down
GSE39645,CXCL13,-0.224103,0.0191,0.0269,-2.437329,Down
GSE39645,JRK,-0.195391,0.0191,0.0269,-2.437095,Down
GSE39645,ZNF862,0.181311,0.0191,0.027,2.436064,Up
GSE39645,ZNF629,-0.173836,0.0192,0.0271,-2.434865,Down
GSE39645,NFIB,0.425307,0.0192,0.0271,2.434713,Up
GSE39645,DRD4,-0.16361,0.0192,0.0271,-2.434385,Down
GSE39645,GRAMD1A,0.242521,0.0192,0.0271,2.434189,Up
GSE39645,BAHCC1,-0.212065,0.0193,0.0272,-2.433603,Down
GSE39645,NADK,-0.189494,0.0193,0.0272,-2.433103,Down
GSE39645,PIP5K1C,0.222695,0.0193,0.0272,2.433089,Up
GSE39645,CRYGB,-0.306595,0.0193,0.0272,-2.432871,Down
GSE39645,RGSL1,-0.292328,0.0193,0.0273,-2.432112,Down
GSE39645,TRMT12,0.286996,0.0194,0.0273,2.43142,Up
GSE39645,TFAP2B,-0.247172,0.0194,0.0273,-2.430981,Down
GSE39645,EMSY,0.335742,0.0194,0.0273,2.43091,Up
GSE39645,RPAP2,0.257451,0.0194,0.0273,2.430876,Up
GSE39645,S100G,-0.190965,0.0194,0.0274,-2.430335,Down
GSE39645,CDH5,-0.605633,0.0194,0.0274,-2.430329,Down
GSE39645,FAM47A,-0.222302,0.0194,0.0274,-2.429862,Down
GSE39645,UNC119B,0.181464,0.0194,0.0274,2.429444,Up
GSE39645,TNFRSF11B,0.535243,0.0195,0.0275,2.428527,Up
GSE39645,DUSP16,0.411669,0.0195,0.0275,2.427848,Up
GSE39645,PUS3,0.338061,0.0195,0.0275,2.42753,Up
GSE39645,MEGF6,-0.241928,0.0195,0.0275,-2.427383,Down
GSE39645,POLL,0.219787,0.0196,0.0276,2.427145,Up
GSE39645,ECM2,-0.439629,0.0196,0.0276,-2.427004,Down
GSE39645,FAM117B,0.348318,0.0196,0.0276,2.426919,Up
GSE39645,SLC7A1,-0.518437,0.0196,0.0276,-2.426894,Down
GSE39645,ACTR3,0.33537,0.0197,0.0277,2.424916,Up
GSE39645,LMO1,-0.206688,0.0197,0.0277,-2.424735,Down
GSE39645,ZSCAN18,0.228546,0.0197,0.0277,2.424718,Up
GSE39645,CXCR6,-0.281339,0.0197,0.0277,-2.424589,Down
GSE39645,PTAFR,-0.233185,0.0197,0.0277,-2.42458,Down
GSE39645,VAMP1,-0.287172,0.0197,0.0277,-2.424508,Down
GSE39645,MRPS17,0.273364,0.0197,0.0277,2.424325,Up
GSE39645,MPP7,-0.297458,0.0197,0.0277,-2.424302,Down
GSE39645,INTS1,0.246237,0.0197,0.0278,2.423269,Up
GSE39645,DEFB133,-0.205419,0.0197,0.0278,-2.423231,Down
GSE39645,RAD51,-0.443345,0.0198,0.0278,-2.4225,Down
GSE39645,RASAL2,0.358594,0.0198,0.0279,2.4219,Up
GSE39645,CD200R1,-0.264095,0.0198,0.0279,-2.421563,Down
GSE39645,ZNF165,-0.282954,0.0198,0.0279,-2.421483,Down
GSE39645,MCTS1,0.342872,0.0199,0.028,2.420601,Up
GSE39645,APBB3,0.247445,0.0199,0.028,2.420466,Up
GSE39645,NOP14,0.338347,0.0199,0.028,2.420381,Up
GSE39645,KLHDC10,0.322619,0.0199,0.0281,2.419032,Up
GSE39645,SERINC4,-0.206823,0.02,0.0281,-2.418173,Down
GSE39645,LRTM2,-0.212136,0.02,0.0281,-2.41779,Down
GSE39645,SRSF1,0.414971,0.02,0.0282,2.417379,Up
GSE39645,PTS,0.449116,0.02,0.0282,2.416979,Up
GSE39645,DNAJA1,0.37136,0.0201,0.0282,2.416353,Up
GSE39645,CST3,0.236157,0.0201,0.0282,2.416314,Up
GSE39645,LUZP6///MTPN,0.257329,0.0201,0.0283,2.415775,Up
GSE39645,KCNQ1,0.314956,0.0201,0.0283,2.415301,Up
GSE39645,LRRC29,-0.226989,0.0202,0.0283,-2.41442,Down
GSE39645,SULT1A2,0.317182,0.0202,0.0284,2.414085,Up
GSE39645,GLRX,0.515421,0.0202,0.0284,2.413946,Up
GSE39645,CFAP53,-0.258036,0.0202,0.0284,-2.413451,Down
GSE39645,SNRPA,0.359017,0.0202,0.0284,2.41325,Up
GSE39645,CXorf40A,-0.2124,0.0202,0.0284,-2.413246,Down
GSE39645,LRRC1,0.42398,0.0202,0.0284,2.41318,Up
GSE39645,EVC,0.292167,0.0202,0.0284,2.412939,Up
GSE39645,SALL3,-0.176876,0.0203,0.0285,-2.412161,Down
GSE39645,PBK,-0.797369,0.0203,0.0285,-2.412057,Down
GSE39645,CYSLTR1,0.40319,0.0203,0.0286,2.411019,Up
GSE39645,KCTD7,0.28263,0.0204,0.0286,2.410629,Up
GSE39645,OBP2A,-0.259193,0.0204,0.0286,-2.410612,Down
GSE39645,CMPK2,0.290871,0.0204,0.0286,2.410163,Up
GSE39645,NA,-0.3005,0.0204,0.0286,-2.409913,Down
GSE39645,CBLB,-0.432309,0.0204,0.0286,-2.40956,Down
GSE39645,HNRNPA0,0.303534,0.0204,0.0286,2.409479,Up
GSE39645,NTN3,-0.197761,0.0204,0.0287,-2.409267,Down
GSE39645,ZFPM1,-0.203859,0.0204,0.0287,-2.409055,Down
GSE39645,RASIP1,-0.352094,0.0204,0.0287,-2.408645,Down
GSE39645,ZFP37,0.224082,0.0205,0.0287,2.408414,Up
GSE39645,DPCD///DPCD,0.34402,0.0205,0.0287,2.407988,Up
GSE39645,FLAD1,0.192903,0.0205,0.0287,2.407888,Up
GSE39645,CES1,-0.757091,0.0205,0.0288,-2.406854,Down
GSE39645,CPM,0.760244,0.0205,0.0288,2.406609,Up
GSE39645,ZNF236,0.243864,0.0206,0.0288,2.406513,Up
GSE39645,STX5,0.239989,0.0206,0.0289,2.405617,Up
GSE39645,TSTD1///F11R,0.456229,0.0206,0.0289,2.404928,Up
GSE39645,TFG,0.346518,0.0206,0.0289,2.404919,Up
GSE39645,C9orf16,0.265459,0.0206,0.0289,2.404654,Up
GSE39645,MBD6,0.220376,0.0207,0.029,2.404384,Up
GSE39645,CHCHD2,0.348785,0.0207,0.029,2.404082,Up
GSE39645,POMT2,0.252914,0.0207,0.029,2.403979,Up
GSE39645,METAP1,0.399875,0.0207,0.029,2.403556,Up
GSE39645,C1orf116,-0.231338,0.0207,0.029,-2.403129,Down
GSE39645,PRRG1,0.347528,0.0208,0.0291,2.402009,Up
GSE39645,MFSD9,-0.199336,0.0208,0.0291,-2.401534,Down
GSE39645,LACTB2,0.421597,0.0208,0.0292,2.400878,Up
GSE39645,PTRH1,0.174341,0.0208,0.0292,2.400585,Up
GSE39645,PSMF1,0.18559,0.0209,0.0292,2.40012,Up
GSE39645,PTPRR,-0.208168,0.0209,0.0293,-2.398734,Down
GSE39645,HAND2,0.853515,0.021,0.0294,2.398174,Up
GSE39645,PLEKHS1,-0.457206,0.021,0.0294,-2.398124,Down
GSE39645,TRAF3IP3,0.342556,0.021,0.0294,2.397912,Up
GSE39645,KCNH5,-0.285208,0.021,0.0294,-2.397723,Down
GSE39645,FANK1,0.303347,0.021,0.0294,2.397157,Up
GSE39645,LHPP,0.415058,0.021,0.0294,2.39712,Up
GSE39645,20,-0.278023,0.021,0.0295,-2.396861,Down
GSE39645,DYNC2H1,0.491264,0.021,0.0295,2.396627,Up
GSE39645,KLRD1,-0.333901,0.021,0.0295,-2.396604,Down
GSE39645,NCAPH2,-0.161613,0.0211,0.0295,-2.395822,Down
GSE39645,PAIP2,0.264137,0.0211,0.0295,2.395673,Up
GSE39645,SLC25A28,0.156851,0.0211,0.0295,2.395555,Up
GSE39645,SKA1,-0.270461,0.0211,0.0296,-2.395242,Down
GSE39645,MAGEB16,-0.213551,0.0211,0.0296,-2.395088,Down
GSE39645,RAVER2,-0.360033,0.0211,0.0296,-2.395001,Down
GSE39645,CKMT2,-0.336615,0.0211,0.0296,-2.394623,Down
GSE39645,SPINK9,-0.206574,0.0212,0.0296,-2.393873,Down
GSE39645,CCDC144CP///CCDC144NL///CCDC144B///CCDC144A,-0.303344,0.0212,0.0296,-2.393799,Down
GSE39645,GABPA,-0.150318,0.0212,0.0297,-2.393479,Down
GSE39645,DCAF15,0.210733,0.0212,0.0297,2.393185,Up
GSE39645,RPP40,0.337323,0.0212,0.0297,2.393104,Up
GSE39645,ZADH2,0.220389,0.0212,0.0297,2.39276,Up
GSE39645,PIK3R5,0.431287,0.0212,0.0297,2.392612,Up
GSE39645,ITPKA,-0.237913,0.0213,0.0297,-2.39221,Down
GSE39645,NTSR1,-0.233933,0.0213,0.0298,-2.391418,Down
GSE39645,DUSP2,-0.348434,0.0213,0.0298,-2.39141,Down
GSE39645,INTS7,0.421879,0.0214,0.0299,2.390018,Up
GSE39645,DDX28,0.278244,0.0214,0.0299,2.389694,Up
GSE39645,CFHR3,-0.228684,0.0214,0.0299,-2.389675,Down
GSE39645,ARVCF,0.32594,0.0214,0.0299,2.389658,Up
GSE39645,PMFBP1,-0.28073,0.0214,0.0299,-2.389647,Down
GSE39645,BRD3,0.195556,0.0214,0.0299,2.389112,Up
GSE39645,KLHDC8B,0.380623,0.0215,0.03,2.388075,Up
GSE39645,CDK2AP1,0.285059,0.0215,0.03,2.387592,Up
GSE39645,C7,-1.255952,0.0215,0.0301,-2.386875,Down
GSE39645,KLRC1,-0.280295,0.0216,0.0301,-2.386121,Down
GSE39645,CADM3,0.590253,0.0216,0.0302,2.38599,Up
GSE39645,FLVCR2,0.376788,0.0216,0.0302,2.385238,Up
GSE39645,IQCF2,-0.281945,0.0216,0.0302,-2.384919,Down
GSE39645,CYP4F11,0.761466,0.0217,0.0303,2.384486,Up
GSE39645,TIMM44,0.17929,0.0217,0.0303,2.384293,Up
GSE39645,UBE2F-SCLY///SCLY,-0.17551,0.0217,0.0303,-2.384165,Down
GSE39645,TUBB1,-0.419682,0.0217,0.0303,-2.383403,Down
GSE39645,FAM168B,0.252139,0.0217,0.0304,2.382999,Up
GSE39645,SLC31A1,0.329705,0.0218,0.0304,2.382395,Up
GSE39645,ARL6IP1,0.220246,0.0218,0.0304,2.382289,Up
GSE39645,ZNF296///ZNF296,-0.214988,0.0218,0.0304,-2.382071,Down
GSE39645,SOCS1,-0.215927,0.0218,0.0304,-2.381549,Down
GSE39645,NOC4L///NOC4L,0.258569,0.0219,0.0305,2.380215,Up
GSE39645,PEG10,0.514398,0.0219,0.0306,2.380076,Up
GSE39645,NFKB2,-0.358577,0.0219,0.0306,-2.380006,Down
GSE39645,MBTD1,0.23447,0.022,0.0307,2.378279,Up
GSE39645,PCSK4,-0.158271,0.022,0.0307,-2.377958,Down
GSE39645,C1orf174,0.252124,0.022,0.0307,2.377541,Up
GSE39645,LDLR,-0.799615,0.0222,0.0309,-2.375135,Down
GSE39645,HTN3,-0.97256,0.0222,0.0309,-2.375096,Down
GSE39645,PIP4K2A,0.488277,0.0222,0.031,2.374386,Up
GSE39645,LRRD1,-0.160491,0.0222,0.031,-2.374306,Down
GSE39645,EIF3J,0.407188,0.0222,0.031,2.374267,Up
GSE39645,EIF3E,0.512201,0.0222,0.031,2.374262,Up
GSE39645,ZNF850,-0.233303,0.0222,0.031,-2.374048,Down
GSE39645,SOCS4,0.377666,0.0223,0.031,2.373136,Up
GSE39645,HS6ST2,-0.248349,0.0223,0.0311,-2.37254,Down
GSE39645,C1QTNF4,-0.195142,0.0223,0.0311,-2.372456,Down
GSE39645,ASCL4,-0.277177,0.0223,0.0311,-2.372243,Down
GSE39645,HLTF,0.527021,0.0223,0.0311,2.372064,Up
GSE39645,STX16-NPEPL1///NPEPL1,0.207068,0.0223,0.0311,2.371689,Up
GSE39645,LRRC10,-0.21646,0.0223,0.0311,-2.371591,Down
GSE39645,GJB6,0.830433,0.0223,0.0311,2.371455,Up
GSE39645,CD6,-0.238103,0.0224,0.0312,-2.371017,Down
GSE39645,TRIM66,-0.216536,0.0224,0.0312,-2.37065,Down
GSE39645,ZPBP,-0.224946,0.0224,0.0312,-2.370626,Down
GSE39645,EMD,0.288874,0.0224,0.0312,2.370132,Up
GSE39645,CCL8,-0.803802,0.0224,0.0313,-2.369739,Down
GSE39645,PNPLA4,0.572114,0.0224,0.0313,2.369563,Up
GSE39645,RAB11B,0.305304,0.0225,0.0313,2.368847,Up
GSE39645,TCEB3CL2///TCEB3CL///TCEB3C///TCEB3B,-0.229716,0.0225,0.0313,-2.3686,Down
GSE39645,TOMM40L,0.166016,0.0225,0.0314,2.367888,Up
GSE39645,PGM3,0.454585,0.0225,0.0314,2.36773,Up
GSE39645,GAPDHS,-0.221086,0.0226,0.0314,-2.36728,Down
GSE39645,MED13L,0.282551,0.0226,0.0315,2.366236,Up
GSE39645,ASIC1,-0.342834,0.0226,0.0315,-2.365843,Down
GSE39645,NFATC2///NFATC2,0.730416,0.0227,0.0315,2.365749,Up
GSE39645,CABIN1,0.250839,0.0227,0.0315,2.365602,Up
GSE39645,KIAA1328,0.286192,0.0227,0.0315,2.365484,Up
GSE39645,PGM1,0.31114,0.0227,0.0316,2.365161,Up
GSE39645,DNAAF5,0.250539,0.0227,0.0316,2.364809,Up
GSE39645,PDAP1,0.245701,0.0227,0.0316,2.364704,Up
GSE39645,SMIM24,-0.220785,0.0227,0.0316,-2.364471,Down
GSE39645,F11,-0.454576,0.0228,0.0317,-2.363508,Down
GSE39645,SMYD4,0.198668,0.0228,0.0317,2.36345,Up
GSE39645,NA,0.24605,0.0228,0.0317,2.363326,Up
GSE39645,C11orf87,-0.290238,0.0228,0.0317,-2.363049,Down
GSE39645,EXTL2,0.361915,0.0228,0.0317,2.362672,Up
GSE39645,HSF2BP,-0.180319,0.0229,0.0318,-2.361744,Down
GSE39645,RBM4B,0.220999,0.0229,0.0318,2.361313,Up
GSE39645,KRTAP10-9,-0.237432,0.023,0.0319,-2.360192,Down
GSE39645,NHP2,0.352047,0.023,0.032,2.359404,Up
GSE39645,TTC7A,0.297502,0.0231,0.032,2.358392,Up
GSE39645,NLRP4,-0.409255,0.0231,0.032,-2.358322,Down
GSE39645,SNTN,-0.443016,0.0231,0.032,-2.358281,Down
GSE39645,TMEM39B,0.236039,0.0231,0.0321,2.357644,Up
GSE39645,PTPRCAP,-0.234564,0.0231,0.0321,-2.357459,Down
GSE39645,ZNF576,0.222086,0.0231,0.0321,2.357223,Up
GSE39645,NCBP1,0.458567,0.0231,0.0321,2.357222,Up
GSE39645,P2RX6,-0.245357,0.0231,0.0321,-2.357105,Down
GSE39645,LIPJ,-0.148413,0.0231,0.0321,-2.357032,Down
GSE39645,GEMIN5,0.250187,0.0231,0.0321,2.356929,Up
GSE39645,MGC57346-CRHR1///CRHR1,-0.181324,0.0232,0.0322,-2.356478,Down
GSE39645,RSL24D1,0.239202,0.0232,0.0322,2.356144,Up
GSE39645,SIN3A,0.250044,0.0232,0.0322,2.35581,Up
GSE39645,MTFR2,-0.367064,0.0232,0.0322,-2.355803,Down
GSE39645,CDKN2AIPNL,0.198475,0.0232,0.0322,2.355458,Up
GSE39645,SLC9A3,0.718179,0.0232,0.0322,2.35536,Up
GSE39645,ALKBH7,0.289614,0.0232,0.0322,2.355185,Up
GSE39645,TSEN2,0.241051,0.0233,0.0323,2.354771,Up
GSE39645,DYNLL1,0.275623,0.0233,0.0323,2.35443,Up
GSE39645,TPST1,0.452456,0.0233,0.0323,2.353823,Up
GSE39645,POLR3H,0.33947,0.0233,0.0323,2.353734,Up
GSE39645,SIK3,0.291767,0.0233,0.0323,2.353696,Up
GSE39645,ALDH3B2,-0.191387,0.0233,0.0324,-2.353267,Down
GSE39645,FAM136A,0.329702,0.0233,0.0324,2.35313,Up
GSE39645,ZNF587B///ZNF814,0.364315,0.0233,0.0324,2.353068,Up
GSE39645,PVR,-0.296997,0.0233,0.0324,-2.353009,Down
GSE39645,C12orf10,0.225441,0.0234,0.0324,2.352538,Up
GSE39645,PDCD11,0.320893,0.0234,0.0324,2.35248,Up
GSE39645,XRCC1,0.283292,0.0234,0.0325,2.351797,Up
GSE39645,ADAT2,0.215793,0.0234,0.0325,2.351213,Up
GSE39645,RTCB,0.356707,0.0235,0.0325,2.350789,Up
GSE39645,TMEM260,0.242026,0.0235,0.0326,2.349912,Up
GSE39645,FMNL1,0.384945,0.0235,0.0326,2.349808,Up
GSE39645,KIF3B,0.150804,0.0236,0.0327,2.34898,Up
GSE39645,PKDREJ,-0.276617,0.0236,0.0327,-2.348694,Down
GSE39645,BCAM,-0.433261,0.0236,0.0327,-2.34865,Down
GSE39645,H2AFV,0.236842,0.0236,0.0327,2.348177,Up
GSE39645,NOL12,-0.164838,0.0236,0.0327,-2.348107,Down
GSE39645,CPT2,0.225719,0.0236,0.0327,2.347994,Up
GSE39645,TJP1,0.360319,0.0237,0.0328,2.347336,Up
GSE39645,KRTAP21-1,-0.716563,0.0237,0.0328,-2.346906,Down
GSE39645,CDKN2C,0.219233,0.0237,0.0328,2.346818,Up
GSE39645,PTMA,-0.206231,0.0237,0.0328,-2.346642,Down
GSE39645,KRTAP19-8,-0.975956,0.0237,0.0329,-2.346061,Down
GSE39645,NKAIN3,0.590016,0.0237,0.0329,2.345899,Up
GSE39645,RBP1,0.70327,0.0238,0.0329,2.345646,Up
GSE39645,CXCL11,0.426405,0.0238,0.033,2.34434,Up
GSE39645,WDR3,0.379461,0.0239,0.033,2.343863,Up
GSE39645,PIFO,0.509064,0.0239,0.0331,2.343432,Up
GSE39645,ZMYM3,0.241628,0.0239,0.0331,2.343372,Up
GSE39645,CASP12,-0.255956,0.0239,0.0331,-2.343223,Down
GSE39645,ZC3H15,0.27786,0.0239,0.0331,2.342896,Up
GSE39645,KIAA1683,-0.234062,0.0239,0.0331,-2.342514,Down
GSE39645,WDR81,0.233787,0.0239,0.0331,2.342448,Up
GSE39645,SLC36A2,-0.539145,0.024,0.0332,-2.341166,Down
GSE39645,TBXA2R,0.359523,0.024,0.0333,2.340697,Up
GSE39645,PIKFYVE///SMR3B,-0.797491,0.0241,0.0333,-2.339935,Down
GSE39645,DDX56,0.304008,0.0241,0.0334,2.339009,Up
GSE39645,MGAT5,0.31326,0.0241,0.0334,2.33889,Up
GSE39645,RGS18,0.540537,0.0242,0.0334,2.338538,Up
GSE39645,COX18,0.254978,0.0242,0.0334,2.33851,Up
GSE39645,MED12L,-0.284816,0.0242,0.0334,-2.338302,Down
GSE39645,CD2BP2,0.232788,0.0242,0.0334,2.338253,Up
GSE39645,RALGPS2,0.418632,0.0242,0.0335,2.337933,Up
GSE39645,ZNF559-ZNF177///ZNF177,0.222368,0.0242,0.0335,2.3378,Up
GSE39645,PCYT1B,0.286015,0.0242,0.0335,2.337305,Up
GSE39645,UBN1,-0.201084,0.0243,0.0336,-2.336646,Down
GSE39645,TRIM3,0.17398,0.0243,0.0336,2.336608,Up
GSE39645,DEF6,0.231794,0.0243,0.0336,2.336382,Up
GSE39645,GNB2,0.255178,0.0243,0.0336,2.335591,Up
GSE39645,TK1,-0.468787,0.0243,0.0337,-2.335271,Down
GSE39645,TTC36,-0.156008,0.0244,0.0337,-2.335225,Down
GSE39645,UQCRFS1,0.324293,0.0244,0.0337,2.33486,Up
GSE39645,CSRNP2,0.327837,0.0244,0.0337,2.334644,Up
GSE39645,SLC37A1,0.26707,0.0244,0.0337,2.334552,Up
GSE39645,LHCGR,0.440279,0.0244,0.0337,2.334453,Up
GSE39645,SOX18,-0.220464,0.0244,0.0337,-2.334363,Down
GSE39645,GNG11,0.621061,0.0244,0.0337,2.334109,Up
GSE39645,GGH,0.576606,0.0244,0.0338,2.333525,Up
GSE39645,NACC2,0.255221,0.0244,0.0338,2.333515,Up
GSE39645,ABCG1,0.493254,0.0245,0.0338,2.33267,Up
GSE39645,CXXC1,0.26809,0.0246,0.034,2.331253,Up
GSE39645,RAET1G,-0.241729,0.0246,0.034,-2.330443,Down
GSE39645,DYNLT1,0.456052,0.0246,0.034,2.330422,Up
GSE39645,FGR,-0.479581,0.0247,0.034,-2.329981,Down
GSE39645,MYO6,0.438769,0.0247,0.0341,2.328638,Up
GSE39645,ACKR4,-0.252833,0.0248,0.0342,-2.327566,Down
GSE39645,C15orf38-AP3S2///ARPIN,0.181294,0.0248,0.0342,2.327461,Up
GSE39645,CRACR2A,-0.325828,0.0248,0.0343,-2.326817,Down
GSE39645,KRBA2,-0.174585,0.0249,0.0343,-2.326096,Down
GSE39645,POLR2D,0.357791,0.0249,0.0343,2.326043,Up
GSE39645,STMN1,0.394676,0.0249,0.0344,2.325452,Up
GSE39645,NELL2,-0.366408,0.0249,0.0344,-2.324993,Down
GSE39645,GNGT1,-0.141319,0.025,0.0345,-2.324572,Down
GSE39645,BRWD3,0.314084,0.025,0.0345,2.323989,Up
GSE39645,HK3,-0.296582,0.0251,0.0346,-2.32308,Down
GSE39645,CYP26C1,-0.17905,0.0251,0.0346,-2.322971,Down
GSE39645,RYK,0.344297,0.0251,0.0346,2.322533,Up
GSE39645,ZDHHC16,0.270601,0.0251,0.0346,2.322433,Up
GSE39645,PSPH,0.632685,0.0251,0.0346,2.322186,Up
GSE39645,TAF1B,0.457331,0.0251,0.0347,2.321672,Up
GSE39645,SYNM,0.513804,0.0252,0.0348,2.320356,Up
GSE39645,SKAP2,0.464485,0.0253,0.0348,2.319709,Up
GSE39645,TEX14,-0.267538,0.0253,0.0348,-2.319561,Down
GSE39645,ZFYVE9,0.40005,0.0254,0.035,2.317861,Up
GSE39645,SGSM2,0.247373,0.0254,0.035,2.317747,Up
GSE39645,ZNF358,0.212392,0.0254,0.035,2.317529,Up
GSE39645,PCDHB10,0.522532,0.0254,0.035,2.317316,Up
GSE39645,MEST,-0.542275,0.0254,0.035,-2.316925,Down
GSE39645,WNT2B,-0.170189,0.0254,0.035,-2.316923,Down
GSE39645,DISP1,0.389816,0.0255,0.0351,2.315572,Up
GSE39645,GPR84,-0.483902,0.0255,0.0352,-2.31518,Down
GSE39645,NCLN,0.24927,0.0256,0.0352,2.314391,Up
GSE39645,LIPF,-0.143508,0.0256,0.0352,-2.314358,Down
GSE39645,STAT3,0.275231,0.0256,0.0353,2.31367,Up
GSE39645,LTK,-0.257793,0.0256,0.0353,-2.313569,Down
GSE39645,C11orf70,0.385694,0.0257,0.0354,2.311893,Up
GSE39645,CBLN4,-0.176743,0.0257,0.0354,-2.31168,Down
GSE39645,GNG8,-0.233733,0.0257,0.0354,-2.311671,Down
GSE39645,SEC61A1,0.367025,0.0258,0.0355,2.311368,Up
GSE39645,C15orf61,0.333952,0.0258,0.0355,2.311365,Up
GSE39645,MBOAT7,-0.231482,0.0258,0.0355,-2.311257,Down
GSE39645,MYL12A,0.252771,0.0258,0.0355,2.310983,Up
GSE39645,POU1F1,-0.247553,0.0259,0.0356,-2.309581,Down
GSE39645,CCDC110,-0.195297,0.0259,0.0356,-2.309562,Down
GSE39645,KRTAP19-4,-0.178863,0.0259,0.0356,-2.309075,Down
GSE39645,DBN1,-0.297524,0.0259,0.0357,-2.308641,Down
GSE39645,SASS6,0.303914,0.0259,0.0357,2.308465,Up
GSE39645,ANKRD52,0.276386,0.0259,0.0357,2.308311,Up
GSE39645,MSRA,0.242393,0.0259,0.0357,2.308307,Up
GSE39645,RWDD1,0.200461,0.026,0.0358,2.30714,Up
GSE39645,IL17RE,0.259318,0.026,0.0358,2.307047,Up
GSE39645,SERF1B///SERF1A,0.291706,0.0261,0.0359,2.306073,Up
GSE39645,DLG4,0.33072,0.0261,0.0359,2.30555,Up
GSE39645,POLR3A,0.236905,0.0262,0.036,2.30426,Up
GSE39645,ZNF735///ZNF733P///ZNF716///ZNF479,-0.679,0.0262,0.036,-2.304168,Down
GSE39645,CYBRD1,0.323734,0.0263,0.0361,2.303003,Up
GSE39645,RHPN1,-0.188293,0.0263,0.0362,-2.302398,Down
GSE39645,CCR7,-0.44136,0.0264,0.0363,-2.301407,Down
GSE39645,ECHS1,0.273102,0.0264,0.0363,2.30137,Up
GSE39645,LOC81691,-0.196886,0.0264,0.0363,-2.30136,Down
GSE39645,TBL1XR1,0.41944,0.0264,0.0363,2.301233,Up
GSE39645,RC3H1,0.338316,0.0264,0.0363,2.300961,Up
GSE39645,SPDYE3,-0.263485,0.0264,0.0363,-2.300794,Down
GSE39645,SMIM4,0.447628,0.0264,0.0363,2.300611,Up
GSE39645,RBFOX2,-0.449769,0.0264,0.0363,-2.300579,Down
GSE39645,ATP13A2,0.314428,0.0264,0.0363,2.300391,Up
GSE39645,GRIA3,-0.356473,0.0265,0.0364,-2.29973,Down
GSE39645,APAF1,0.191371,0.0265,0.0364,2.299532,Up
GSE39645,SS18L2,0.211656,0.0265,0.0364,2.299397,Up
GSE39645,CREBZF,0.295601,0.0265,0.0364,2.299304,Up
GSE39645,ARPC2,0.164139,0.0266,0.0365,2.297907,Up
GSE39645,GNA11,0.360643,0.0266,0.0365,2.297728,Up
GSE39645,ZNF669,0.194865,0.0266,0.0365,2.297644,Up
GSE39645,GET4,0.196208,0.0266,0.0366,2.296837,Up
GSE39645,DEPDC1,-0.544565,0.0268,0.0368,-2.294842,Down
